V number,R core,R cladding,n core,n cladding,NA,LP02effb,LP02effa,LP21effd,LP21effc,LP21effb,LP21effa,LP11effd,LP11effc,LP11effb,LP11effa,LP01effb,LP01effa,Eff area02b,Eff area02a,Eff area21d,Eff area21c,Eff area21b,Eff area21a,Eff area11d,Eff area11c,Eff area11b,Eff area11a,Eff area01b,Eff area01a,dneffaa1,dneffab1,dneffac1,dneffad1,dneffba1,dneffbb1,dneffbc1,dneffbd1,dneffaa2,dneffbb2,dneffcc2,dneffdd2,dneffaa3,dneffba3,dneffca3,dneffda3,dneffab3,dneffbb3,dneffcb3,dneffdb3
4.68,7.73E-06,6.25E-05,1.4517,1.444,0.149321,1.4451,1.4451,1.4457,1.4457,1.4457,1.4457,1.4483,1.4483,1.4483,1.4483,1.4503,1.4503,6.74E-11,6.42E-11,1.13E-10,1.08E-10,9.53E-11,9.83E-11,1.13E-10,9.46E-11,9.61E-11,7.29E-11,1.09E-10,1.09E-10,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.0026,0.0026,0.0026,0.0026,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006
4.68,7.68E-06,6.25E-05,1.4518,1.444,0.150291,1.4451,1.4451,1.4458,1.4458,1.4458,1.4458,1.4483,1.4483,1.4484,1.4484,1.4504,1.4504,6.65E-11,6.33E-11,9.15E-11,1.08E-10,7.61E-11,1.06E-10,9.32E-11,1.05E-10,9.19E-11,7.63E-11,1.07E-10,1.08E-10,0.002,0.002,0.0021,0.0021,0.002,0.002,0.0021,0.0021,0.0026,0.0026,0.0025,0.0025,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007
4.68,7.63E-06,6.25E-05,1.4519,1.444,0.151253,1.4451,1.4451,1.4458,1.4458,1.4458,1.4458,1.4484,1.4484,1.4484,1.4484,1.4505,1.4505,6.57E-11,6.25E-11,1.19E-10,1.16E-10,1.15E-10,1.04E-10,1.01E-10,9.96E-11,9.92E-11,6.36E-11,1.06E-10,1.06E-10,0.0021,0.0021,0.0021,0.0021,0.0021,0.0021,0.0021,0.0021,0.0026,0.0026,0.0026,0.0026,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007
4.68,7.58E-06,6.25E-05,1.452,1.444,0.15221,1.4451,1.4451,1.4458,1.4458,1.4458,1.4458,1.4485,1.4485,1.4485,1.4485,1.4506,1.4506,6.32E-11,6.18E-11,9.28E-11,8.30E-11,6.68E-11,7.76E-11,1.01E-10,9.13E-11,9.46E-11,6.25E-11,1.05E-10,1.05E-10,0.0021,0.0021,0.0021,0.0021,0.0021,0.0021,0.0021,0.0021,0.0027,0.0027,0.0027,0.0027,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007
4.68,7.54E-06,6.25E-05,1.4521,1.444,0.153161,1.4451,1.4451,1.4458,1.4458,1.4458,1.4458,1.4485,1.4485,1.4485,1.4485,1.4507,1.4507,6.24E-11,6.10E-11,9.26E-11,7.80E-11,6.67E-11,6.54E-11,1.08E-10,9.37E-11,1.04E-10,6.55E-11,1.03E-10,1.04E-10,0.0022,0.0022,0.0022,0.0022,0.0022,0.0022,0.0022,0.0022,0.0027,0.0027,0.0027,0.0027,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007
4.68,7.49E-06,6.25E-05,1.4522,1.444,0.154107,1.4451,1.4451,1.4458,1.4458,1.4459,1.4459,1.4486,1.4486,1.4486,1.4486,1.4507,1.4507,6.17E-11,6.03E-11,8.98E-11,7.51E-11,6.49E-11,6.46E-11,9.34E-11,1.07E-10,8.62E-11,6.64E-11,1.02E-10,1.02E-10,0.0021,0.0021,0.0021,0.0021,0.0021,0.0021,0.0021,0.0021,0.0027,0.0027,0.0028,0.0028,0.0008,0.0008,0.0007,0.0007,0.0008,0.0008,0.0007,0.0007
4.68,7.45E-06,6.25E-05,1.4523,1.444,0.155046,1.4452,1.4452,1.4459,1.4459,1.4459,1.4459,1.4486,1.4486,1.4486,1.4486,1.4508,1.4508,6.09E-11,5.96E-11,9.07E-11,7.43E-11,6.45E-11,7.62E-11,9.58E-11,9.94E-11,8.97E-11,6.11E-11,1.01E-10,1.01E-10,0.0022,0.0022,0.0022,0.0022,0.0022,0.0022,0.0022,0.0022,0.0027,0.0027,0.0027,0.0027,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007
4.68,7.40E-06,6.25E-05,1.4524,1.444,0.15598,1.4452,1.4452,1.4459,1.4459,1.4459,1.4459,1.4487,1.4487,1.4487,1.4487,1.4509,1.4509,6.18E-11,5.88E-11,9.96E-11,8.90E-11,7.72E-11,8.64E-11,1.05E-10,9.15E-11,1.01E-10,6.67E-11,9.97E-11,9.98E-11,0.0022,0.0022,0.0022,0.0022,0.0022,0.0022,0.0022,0.0022,0.0028,0.0028,0.0028,0.0028,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007
4.68,7.36E-06,6.25E-05,1.4525,1.444,0.156908,1.4452,1.4452,1.4459,1.4459,1.4459,1.4459,1.4487,1.4487,1.4487,1.4487,1.451,1.451,6.10E-11,5.81E-11,9.15E-11,8.19E-11,7.73E-11,8.28E-11,9.67E-11,9.97E-11,6.85E-11,7.08E-11,9.86E-11,9.85E-11,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0028,0.0028,0.0028,0.0028,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007
4.68,7.31E-06,6.25E-05,1.4526,1.444,0.157831,1.4452,1.4452,1.4459,1.4459,1.4459,1.4459,1.4488,1.4488,1.4488,1.4488,1.4511,1.4511,6.03E-11,5.74E-11,9.77E-11,7.46E-11,7.33E-11,7.10E-11,9.91E-11,9.85E-11,8.42E-11,5.97E-11,9.73E-11,9.75E-11,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0029,0.0029,0.0029,0.0029,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007
4.68,7.27E-06,6.25E-05,1.4527,1.444,0.158749,1.4452,1.4452,1.446,1.446,1.446,1.446,1.4488,1.4489,1.4489,1.4489,1.4512,1.4512,5.79E-11,5.68E-11,7.74E-11,7.95E-11,6.52E-11,8.16E-11,8.17E-11,8.63E-11,8.73E-11,5.61E-11,9.63E-11,9.65E-11,0.0023,0.0023,0.0023,0.0024,0.0023,0.0023,0.0023,0.0024,0.0029,0.0029,0.0029,0.0028,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008
4.68,7.23E-06,6.25E-05,1.4528,1.444,0.159662,1.4452,1.4452,1.446,1.446,1.446,1.446,1.4489,1.4489,1.4489,1.4489,1.4512,1.4512,5.90E-11,5.61E-11,9.19E-11,7.57E-11,6.83E-11,8.49E-11,1.00E-10,9.94E-11,9.97E-11,6.70E-11,9.52E-11,9.53E-11,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0029,0.0029,0.0029,0.0029,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008
4.68,7.19E-06,6.25E-05,1.4529,1.444,0.160569,1.4452,1.4452,1.446,1.446,1.446,1.446,1.449,1.449,1.449,1.449,1.4513,1.4513,5.83E-11,5.55E-11,9.47E-11,7.41E-11,6.51E-11,6.37E-11,9.71E-11,8.35E-11,9.01E-11,5.90E-11,9.40E-11,9.42E-11,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.003,0.003,0.003,0.003,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008
4.68,7.15E-06,6.25E-05,1.453,1.444,0.161471,1.4453,1.4453,1.446,1.446,1.446,1.446,1.449,1.449,1.449,1.449,1.4514,1.4514,5.61E-11,5.49E-11,8.59E-11,6.84E-11,6.16E-11,6.04E-11,8.33E-11,9.49E-11,8.45E-11,6.70E-11,9.29E-11,9.32E-11,0.0024,0.0024,0.0024,0.0024,0.0024,0.0024,0.0024,0.0024,0.003,0.003,0.003,0.003,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007
4.69,8.78E-06,6.25E-05,1.45,1.444,0.131773,1.4448,1.4448,1.4454,1.4454,1.4454,1.4454,1.4474,1.4474,1.4474,1.4474,1.4489,1.4489,8.67E-11,8.28E-11,1.32E-10,8.60E-11,1.17E-10,1.09E-10,1.31E-10,1.42E-10,1.45E-10,8.97E-11,1.40E-10,1.41E-10,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.002,0.002,0.002,0.002,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006
4.69,8.71E-06,6.25E-05,1.4501,1.444,0.132868,1.4449,1.4449,1.4454,1.4454,1.4454,1.4454,1.4474,1.4474,1.4474,1.4474,1.449,1.449,8.54E-11,8.14E-11,1.33E-10,8.73E-11,1.02E-10,1.09E-10,1.30E-10,1.39E-10,1.32E-10,8.52E-11,1.38E-10,1.38E-10,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.002,0.002,0.002,0.002,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
4.69,8.64E-06,6.25E-05,1.4502,1.444,0.133955,1.4449,1.4449,1.4454,1.4454,1.4454,1.4454,1.4475,1.4475,1.4475,1.4475,1.4491,1.4491,8.41E-11,8.00E-11,1.51E-10,1.12E-10,1.04E-10,1.45E-10,1.39E-10,1.35E-10,1.35E-10,8.63E-11,1.36E-10,1.36E-10,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0021,0.0021,0.0021,0.0021,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
4.69,8.57E-06,6.25E-05,1.4503,1.444,0.135034,1.4449,1.4449,1.4454,1.4454,1.4454,1.4454,1.4475,1.4475,1.4475,1.4475,1.4492,1.4492,8.27E-11,7.87E-11,1.12E-10,1.21E-10,9.15E-11,1.43E-10,1.35E-10,1.38E-10,1.32E-10,8.91E-11,1.34E-10,1.34E-10,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017,0.0021,0.0021,0.0021,0.0021,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
4.69,8.50E-06,6.25E-05,1.4504,1.444,0.136103,1.4449,1.4449,1.4455,1.4455,1.4455,1.4455,1.4476,1.4476,1.4476,1.4476,1.4493,1.4493,8.13E-11,7.76E-11,1.42E-10,1.16E-10,1.11E-10,1.25E-10,1.35E-10,1.29E-10,1.38E-10,8.71E-11,1.32E-10,1.32E-10,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017,0.0021,0.0021,0.0021,0.0021,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006
4.69,8.43E-06,6.25E-05,1.4505,1.444,0.137165,1.4449,1.4449,1.4455,1.4455,1.4455,1.4455,1.4476,1.4476,1.4476,1.4476,1.4494,1.4494,8.01E-11,7.63E-11,1.14E-10,9.96E-11,8.24E-11,1.25E-10,1.21E-10,1.31E-10,1.35E-10,8.53E-11,1.29E-10,1.30E-10,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0021,0.0021,0.0021,0.0021,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006
4.69,8.37E-06,6.25E-05,1.4506,1.444,0.138219,1.4449,1.4449,1.4455,1.4455,1.4455,1.4455,1.4477,1.4477,1.4477,1.4477,1.4494,1.4494,7.69E-11,7.52E-11,1.24E-10,1.00E-10,7.94E-11,8.29E-11,1.12E-10,1.27E-10,1.30E-10,7.96E-11,1.27E-10,1.28E-10,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017,0.0022,0.0022,0.0022,0.0022,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006
4.69,8.31E-06,6.25E-05,1.4507,1.444,0.139264,1.4449,1.4449,1.4455,1.4455,1.4455,1.4455,1.4477,1.4477,1.4477,1.4478,1.4495,1.4495,7.78E-11,7.40E-11,1.40E-10,1.01E-10,9.66E-11,1.13E-10,1.30E-10,1.13E-10,1.29E-10,8.12E-11,1.26E-10,1.26E-10,0.0017,0.0018,0.0018,0.0018,0.0017,0.0018,0.0018,0.0018,0.0023,0.0022,0.0022,0.0022,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006
4.69,8.25E-06,6.25E-05,1.4508,1.444,0.140302,1.445,1.445,1.4455,1.4456,1.4456,1.4456,1.4478,1.4478,1.4478,1.4478,1.4496,1.4496,7.66E-11,7.29E-11,1.38E-10,9.94E-11,9.24E-11,1.09E-10,1.28E-10,1.17E-10,1.25E-10,7.97E-11,1.24E-10,1.24E-10,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0022,0.0022,0.0022,0.0023,0.0006,0.0006,0.0006,0.0005,0.0006,0.0006,0.0006,0.0005
4.69,8.19E-06,6.25E-05,1.4509,1.444,0.141332,1.445,1.445,1.4456,1.4456,1.4456,1.4456,1.4479,1.4479,1.4479,1.4479,1.4497,1.4497,7.54E-11,7.20E-11,1.15E-10,1.15E-10,9.24E-11,1.22E-10,1.29E-10,1.28E-10,1.23E-10,8.38E-11,1.22E-10,1.22E-10,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0023,0.0023,0.0023,0.0023,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006
4.69,8.13E-06,6.25E-05,1.451,1.444,0.142355,1.445,1.445,1.4456,1.4456,1.4456,1.4456,1.4479,1.4479,1.4479,1.4479,1.4498,1.4498,7.23E-11,7.10E-11,1.21E-10,1.06E-10,8.16E-11,8.63E-11,1.24E-10,1.16E-10,1.17E-10,7.58E-11,1.20E-10,1.20E-10,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0023,0.0023,0.0023,0.0023,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006
4.69,8.07E-06,6.25E-05,1.4511,1.444,0.143371,1.445,1.445,1.4456,1.4456,1.4456,1.4456,1.448,1.448,1.448,1.448,1.4498,1.4498,7.34E-11,6.98E-11,1.24E-10,9.62E-11,8.27E-11,9.58E-11,1.21E-10,1.23E-10,1.01E-10,7.25E-11,1.18E-10,1.19E-10,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0024,0.0024,0.0024,0.0024,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006
4.69,8.01E-06,6.25E-05,1.4512,1.444,0.144379,1.445,1.445,1.4456,1.4456,1.4456,1.4456,1.448,1.448,1.448,1.448,1.4499,1.4499,7.24E-11,6.88E-11,1.13E-10,1.03E-10,9.91E-11,1.10E-10,1.20E-10,1.20E-10,1.01E-10,7.96E-11,1.17E-10,1.17E-10,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0024,0.0024,0.0024,0.0024,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006
4.69,7.96E-06,6.25E-05,1.4513,1.444,0.145381,1.445,1.445,1.4457,1.4457,1.4457,1.4457,1.4481,1.4481,1.4481,1.4481,1.45,1.45,7.13E-11,6.79E-11,1.25E-10,9.28E-11,9.11E-11,1.07E-10,1.21E-10,1.16E-10,1.01E-10,7.21E-11,1.15E-10,1.15E-10,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0024,0.0024,0.0024,0.0024,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007
4.69,7.90E-06,6.25E-05,1.4514,1.444,0.146376,1.445,1.4451,1.4457,1.4457,1.4457,1.4457,1.4481,1.4481,1.4481,1.4481,1.4501,1.4501,6.85E-11,6.70E-11,9.69E-11,9.18E-11,8.39E-11,9.17E-11,1.00E-10,1.06E-10,1.18E-10,7.08E-11,1.14E-10,1.14E-10,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.0024,0.0024,0.0024,0.0024,0.0006,0.0006,0.0006,0.0006,0.0007,0.0007,0.0007,0.0007
4.69,7.85E-06,6.25E-05,1.4515,1.444,0.147364,1.4451,1.4451,1.4457,1.4457,1.4457,1.4457,1.4482,1.4482,1.4482,1.4482,1.4502,1.4502,6.76E-11,6.61E-11,9.90E-11,9.21E-11,6.89E-11,6.98E-11,9.83E-11,1.06E-10,1.11E-10,6.71E-11,1.12E-10,1.12E-10,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.0025,0.0025,0.0025,0.0025,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006
4.69,7.80E-06,6.25E-05,1.4516,1.444,0.148346,1.4451,1.4451,1.4457,1.4457,1.4457,1.4457,1.4482,1.4482,1.4483,1.4483,1.4503,1.4503,6.85E-11,6.52E-11,1.18E-10,9.48E-11,1.02E-10,9.78E-11,1.13E-10,9.43E-11,9.95E-11,7.54E-11,1.11E-10,1.11E-10,0.002,0.002,0.0021,0.0021,0.002,0.002,0.0021,0.0021,0.0026,0.0026,0.0025,0.0025,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006
4.69,7.75E-06,6.25E-05,1.4517,1.444,0.149321,1.4451,1.4451,1.4457,1.4458,1.4458,1.4458,1.4483,1.4483,1.4483,1.4483,1.4503,1.4503,6.76E-11,6.44E-11,1.21E-10,9.57E-11,1.09E-10,8.85E-11,1.14E-10,1.13E-10,9.84E-11,6.87E-11,1.09E-10,1.09E-10,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.0025,0.0025,0.0025,0.0026,0.0007,0.0007,0.0007,0.0006,0.0007,0.0007,0.0007,0.0006
4.69,7.70E-06,6.25E-05,1.4518,1.444,0.150291,1.4451,1.4451,1.4458,1.4458,1.4458,1.4458,1.4484,1.4484,1.4484,1.4484,1.4504,1.4504,6.67E-11,6.36E-11,8.66E-11,1.02E-10,7.05E-11,1.03E-10,9.76E-11,1.13E-10,9.75E-11,7.76E-11,1.08E-10,1.08E-10,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.0026,0.0026,0.0026,0.0026,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007
4.69,7.65E-06,6.25E-05,1.4519,1.444,0.151253,1.4451,1.4451,1.4458,1.4458,1.4458,1.4458,1.4484,1.4484,1.4484,1.4484,1.4505,1.4505,6.59E-11,6.27E-11,1.16E-10,8.06E-11,8.32E-11,8.48E-11,1.12E-10,9.64E-11,9.68E-11,6.96E-11,1.06E-10,1.07E-10,0.0021,0.0021,0.0021,0.0021,0.0021,0.0021,0.0021,0.0021,0.0026,0.0026,0.0026,0.0026,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007
4.69,7.60E-06,6.25E-05,1.452,1.444,0.15221,1.4451,1.4451,1.4458,1.4458,1.4458,1.4458,1.4485,1.4485,1.4485,1.4485,1.4506,1.4506,6.34E-11,6.19E-11,9.09E-11,8.24E-11,6.82E-11,9.26E-11,9.78E-11,9.90E-11,1.09E-10,7.81E-11,1.05E-10,1.05E-10,0.0021,0.0021,0.0021,0.0021,0.0021,0.0021,0.0021,0.0021,0.0027,0.0027,0.0027,0.0027,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007
4.69,7.55E-06,6.25E-05,1.4521,1.444,0.153161,1.4451,1.4451,1.4458,1.4458,1.4458,1.4459,1.4485,1.4485,1.4485,1.4485,1.4507,1.4507,6.43E-11,6.12E-11,1.01E-10,8.64E-11,1.02E-10,7.62E-11,1.01E-10,8.95E-11,8.99E-11,6.24E-11,1.04E-10,1.04E-10,0.0022,0.0022,0.0022,0.0022,0.0022,0.0022,0.0022,0.0022,0.0026,0.0027,0.0027,0.0027,0.0008,0.0007,0.0007,0.0007,0.0008,0.0007,0.0007,0.0007
4.69,7.51E-06,6.25E-05,1.4522,1.444,0.154107,1.4452,1.4452,1.4459,1.4459,1.4459,1.4459,1.4486,1.4486,1.4486,1.4486,1.4508,1.4508,6.35E-11,6.04E-11,9.14E-11,7.65E-11,6.99E-11,9.08E-11,1.08E-10,1.08E-10,1.07E-10,7.16E-11,1.03E-10,1.03E-10,0.0022,0.0022,0.0022,0.0022,0.0022,0.0022,0.0022,0.0022,0.0027,0.0027,0.0027,0.0027,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007
4.69,7.46E-06,6.25E-05,1.4523,1.444,0.155046,1.4452,1.4452,1.4459,1.4459,1.4459,1.4459,1.4486,1.4486,1.4486,1.4486,1.4508,1.4508,6.26E-11,5.98E-11,1.01E-10,9.01E-11,9.80E-11,7.51E-11,9.41E-11,1.01E-10,8.68E-11,5.95E-11,1.01E-10,1.02E-10,0.0022,0.0022,0.0022,0.0022,0.0022,0.0022,0.0022,0.0022,0.0027,0.0027,0.0027,0.0027,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007
4.69,7.42E-06,6.25E-05,1.4524,1.444,0.15598,1.4452,1.4452,1.4459,1.4459,1.4459,1.4459,1.4487,1.4487,1.4487,1.4487,1.4509,1.4509,6.20E-11,5.90E-11,9.89E-11,7.97E-11,6.14E-11,7.36E-11,9.61E-11,1.03E-10,9.50E-11,6.31E-11,1.00E-10,1.00E-10,0.0022,0.0022,0.0022,0.0022,0.0022,0.0022,0.0022,0.0022,0.0028,0.0028,0.0028,0.0028,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007
4.69,7.37E-06,6.25E-05,1.4525,1.444,0.156908,1.4452,1.4452,1.4459,1.4459,1.4459,1.4459,1.4487,1.4488,1.4488,1.4488,1.451,1.451,6.12E-11,5.83E-11,8.26E-11,8.71E-11,6.36E-11,7.07E-11,8.59E-11,8.72E-11,9.12E-11,5.81E-11,9.89E-11,9.92E-11,0.0022,0.0022,0.0022,0.0023,0.0022,0.0022,0.0022,0.0023,0.0029,0.0029,0.0029,0.0028,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007
4.69,7.33E-06,6.25E-05,1.4526,1.444,0.157831,1.4452,1.4452,1.446,1.446,1.446,1.446,1.4488,1.4488,1.4488,1.4488,1.4511,1.4511,5.90E-11,5.77E-11,8.82E-11,7.48E-11,6.26E-11,6.33E-11,9.81E-11,8.55E-11,1.03E-10,6.08E-11,9.77E-11,9.79E-11,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0028,0.0028,0.0028,0.0028,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008
4.69,7.29E-06,6.25E-05,1.4527,1.444,0.158749,1.4452,1.4452,1.446,1.446,1.446,1.446,1.4489,1.4489,1.4489,1.4489,1.4512,1.4512,5.98E-11,5.70E-11,9.22E-11,7.68E-11,8.02E-11,7.55E-11,9.85E-11,8.68E-11,1.01E-10,6.14E-11,9.67E-11,9.67E-11,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0029,0.0029,0.0029,0.0029,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008
4.69,7.25E-06,6.25E-05,1.4528,1.444,0.159662,1.4452,1.4452,1.446,1.446,1.446,1.446,1.4489,1.4489,1.4489,1.4489,1.4512,1.4512,5.76E-11,5.63E-11,7.83E-11,7.29E-11,6.68E-11,7.51E-11,8.17E-11,9.76E-11,9.89E-11,6.47E-11,9.57E-11,9.57E-11,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0029,0.0029,0.0029,0.0029,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008
4.69,7.21E-06,6.25E-05,1.4529,1.444,0.160569,1.4453,1.4453,1.446,1.446,1.446,1.446,1.449,1.449,1.449,1.449,1.4513,1.4513,5.85E-11,5.57E-11,9.54E-11,7.04E-11,6.90E-11,6.75E-11,9.79E-11,8.36E-11,9.99E-11,5.92E-11,9.45E-11,9.46E-11,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.003,0.003,0.003,0.003,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007
4.69,7.17E-06,6.25E-05,1.453,1.444,0.161471,1.4453,1.4453,1.446,1.446,1.4461,1.4461,1.449,1.449,1.449,1.449,1.4514,1.4514,5.78E-11,5.51E-11,9.42E-11,7.69E-11,6.48E-11,6.25E-11,9.62E-11,9.71E-11,9.20E-11,6.39E-11,9.33E-11,9.36E-11,0.0024,0.0024,0.0024,0.0024,0.0024,0.0024,0.0024,0.0024,0.0029,0.0029,0.003,0.003,0.0008,0.0008,0.0007,0.0007,0.0008,0.0008,0.0007,0.0007
4.71,5.85E-06,6.25E-05,1.4576,1.444,0.19865,1.446,1.446,1.4471,1.4471,1.4472,1.4472,1.4516,1.4516,1.4517,1.4517,1.4552,1.4552,3.85E-11,3.66E-11,5.20E-11,4.87E-11,4.21E-11,5.11E-11,6.55E-11,6.48E-11,4.40E-11,6.28E-11,6.24E-11,6.24E-11,0.0035,0.0035,0.0036,0.0036,0.0035,0.0035,0.0036,0.0036,0.0045,0.0045,0.0045,0.0045,0.0012,0.0012,0.0011,0.0011,0.0012,0.0012,0.0011,0.0011
4.71,5.83E-06,6.25E-05,1.4577,1.444,0.199382,1.446,1.446,1.4472,1.4472,1.4472,1.4472,1.4517,1.4517,1.4517,1.4517,1.4553,1.4553,3.82E-11,3.63E-11,5.00E-11,4.73E-11,4.90E-11,4.24E-11,6.41E-11,5.46E-11,3.63E-11,4.42E-11,6.18E-11,6.19E-11,0.0036,0.0036,0.0036,0.0036,0.0036,0.0036,0.0036,0.0036,0.0045,0.0045,0.0045,0.0045,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012
4.71,5.81E-06,6.25E-05,1.4578,1.444,0.200112,1.446,1.446,1.4472,1.4472,1.4472,1.4472,1.4518,1.4518,1.4518,1.4518,1.4554,1.4554,3.69E-11,3.61E-11,4.66E-11,4.72E-11,3.86E-11,4.05E-11,5.60E-11,5.35E-11,3.59E-11,6.02E-11,6.14E-11,6.15E-11,0.0036,0.0036,0.0036,0.0036,0.0036,0.0036,0.0036,0.0036,0.0046,0.0046,0.0046,0.0046,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012
4.71,5.79E-06,6.25E-05,1.4579,1.444,0.200839,1.446,1.446,1.4472,1.4472,1.4472,1.4473,1.4518,1.4518,1.4518,1.4518,1.4555,1.4555,3.66E-11,3.58E-11,4.80E-11,4.50E-11,3.93E-11,3.89E-11,6.07E-11,6.09E-11,3.83E-11,6.36E-11,6.09E-11,6.10E-11,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0045,0.0046,0.0046,0.0046,0.0013,0.0012,0.0012,0.0012,0.0013,0.0012,0.0012,0.0012
4.71,5.76E-06,6.25E-05,1.458,1.444,0.201564,1.446,1.446,1.4472,1.4472,1.4473,1.4473,1.4519,1.4519,1.4519,1.4519,1.4555,1.4555,3.74E-11,3.56E-11,5.26E-11,4.50E-11,4.75E-11,4.33E-11,5.92E-11,5.50E-11,3.62E-11,5.05E-11,6.05E-11,6.06E-11,0.0036,0.0036,0.0036,0.0036,0.0036,0.0036,0.0036,0.0036,0.0046,0.0046,0.0047,0.0047,0.0013,0.0013,0.0012,0.0012,0.0013,0.0013,0.0012,0.0012
