V number,R core,R cladding,n core,n cladding,NA,LP02effb,LP02effa,LP21effd,LP21effc,LP21effb,LP21effa,LP11effd,LP11effc,LP11effb,LP11effa,LP01effb,LP01effa,Eff area02b,Eff area02a,Eff area21d,Eff area21c,Eff area21b,Eff area21a,Eff area11d,Eff area11c,Eff area11b,Eff area11a,Eff area01b,Eff area01a,dneffaa1,dneffab1,dneffac1,dneffad1,dneffba1,dneffbb1,dneffbc1,dneffbd1,dneffaa2,dneffbb2,dneffcc2,dneffdd2,dneffaa3,dneffba3,dneffca3,dneffda3,dneffab3,dneffbb3,dneffcb3,dneffdb3
4.18,6.32E-06,6.25E-05,1.4532,1.444,0.163261,1.4443,1.4443,1.4449,1.4449,1.4449,1.4449,1.4484,1.4484,1.4484,1.4484,1.4512,1.4513,4.88E-11,4.64E-11,6.44E-11,5.68E-11,5.06E-11,4.81E-11,7.56E-11,6.24E-11,4.86E-11,7.60E-11,7.21E-11,7.23E-11,0.0029,0.0029,0.0029,0.0029,0.0028,0.0028,0.0028,0.0028,0.0035,0.0035,0.0035,0.0035,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006
4.18,6.28E-06,6.25E-05,1.4533,1.444,0.164149,1.4443,1.4443,1.4449,1.4449,1.4449,1.4449,1.4484,1.4484,1.4484,1.4484,1.4513,1.4513,4.82E-11,4.59E-11,6.69E-11,5.21E-11,5.42E-11,5.10E-11,7.60E-11,7.08E-11,5.54E-11,7.46E-11,7.14E-11,7.15E-11,0.0029,0.0029,0.0029,0.0029,0.0029,0.0029,0.0029,0.0029,0.0035,0.0035,0.0035,0.0035,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006
4.18,6.25E-06,6.25E-05,1.4534,1.444,0.165032,1.4443,1.4443,1.4449,1.4449,1.4449,1.4449,1.4485,1.4485,1.4485,1.4485,1.4514,1.4514,4.78E-11,4.54E-11,6.39E-11,5.18E-11,5.20E-11,5.03E-11,7.52E-11,7.33E-11,4.65E-11,6.89E-11,7.06E-11,7.07E-11,0.0029,0.0029,0.0029,0.0029,0.0029,0.0029,0.0029,0.0029,0.0036,0.0036,0.0036,0.0036,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006
4.18,6.22E-06,6.25E-05,1.4535,1.444,0.16591,1.4443,1.4443,1.4449,1.4449,1.4449,1.4449,1.4485,1.4485,1.4485,1.4485,1.4515,1.4515,4.60E-11,4.51E-11,5.49E-11,5.12E-11,4.81E-11,4.86E-11,6.55E-11,7.23E-11,4.89E-11,6.98E-11,6.99E-11,7.00E-11,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.0036,0.0036,0.0036,0.0036,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006
4.18,6.18E-06,6.25E-05,1.4536,1.444,0.166784,1.4443,1.4443,1.4449,1.4449,1.4449,1.4449,1.4485,1.4486,1.4486,1.4486,1.4516,1.4516,4.68E-11,4.45E-11,6.39E-11,5.02E-11,5.01E-11,4.60E-11,7.28E-11,7.11E-11,4.93E-11,7.09E-11,6.91E-11,6.93E-11,0.003,0.003,0.003,0.0031,0.003,0.003,0.003,0.0031,0.0037,0.0037,0.0037,0.0036,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006
4.18,6.15E-06,6.25E-05,1.4537,1.444,0.167653,1.4443,1.4443,1.4449,1.4449,1.4449,1.4449,1.4486,1.4486,1.4486,1.4486,1.4516,1.4516,4.51E-11,4.41E-11,5.75E-11,4.91E-11,4.77E-11,4.82E-11,5.86E-11,6.43E-11,4.84E-11,5.46E-11,6.84E-11,6.86E-11,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.0037,0.0037,0.0037,0.0037,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006
4.18,6.12E-06,6.25E-05,1.4538,1.444,0.168518,1.4443,1.4443,1.4449,1.4449,1.4449,1.4449,1.4486,1.4486,1.4486,1.4487,1.4517,1.4517,4.58E-11,4.35E-11,5.41E-11,5.04E-11,5.27E-11,5.23E-11,7.28E-11,6.40E-11,4.44E-11,6.58E-11,6.78E-11,6.78E-11,0.003,0.0031,0.0031,0.0031,0.003,0.0031,0.0031,0.0031,0.0038,0.0037,0.0037,0.0037,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006
4.18,6.09E-06,6.25E-05,1.4539,1.444,0.169379,1.4443,1.4443,1.4449,1.4449,1.4449,1.4449,1.4487,1.4487,1.4487,1.4487,1.4518,1.4518,4.53E-11,4.31E-11,5.86E-11,4.92E-11,4.97E-11,4.77E-11,7.18E-11,6.30E-11,4.35E-11,6.67E-11,6.71E-11,6.72E-11,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0038,0.0038,0.0038,0.0038,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006
4.18,6.06E-06,6.25E-05,1.454,1.444,0.170235,1.4443,1.4443,1.4449,1.4449,1.445,1.445,1.4487,1.4487,1.4487,1.4488,1.4519,1.4519,4.36E-11,4.28E-11,5.22E-11,4.95E-11,4.56E-11,4.62E-11,6.43E-11,6.94E-11,4.63E-11,7.03E-11,6.64E-11,6.65E-11,0.0031,0.0032,0.0032,0.0032,0.0031,0.0032,0.0032,0.0032,0.0038,0.0037,0.0038,0.0038,0.0007,0.0007,0.0006,0.0006,0.0007,0.0007,0.0006,0.0006
4.2,7.86E-06,6.25E-05,1.45,1.444,0.131773,1.4442,1.4442,1.4446,1.4446,1.4446,1.4446,1.4469,1.4469,1.4469,1.4469,1.4487,1.4487,7.53E-11,7.15E-11,1.08E-10,9.93E-11,9.72E-11,1.12E-10,1.20E-10,1.04E-10,1.05E-10,7.55E-11,1.12E-10,1.12E-10,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0023,0.0023,0.0023,0.0023,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004
4.2,7.80E-06,6.25E-05,1.4501,1.444,0.132868,1.4442,1.4442,1.4446,1.4446,1.4446,1.4446,1.4469,1.4469,1.4469,1.4469,1.4488,1.4488,7.40E-11,7.04E-11,1.04E-10,9.07E-11,8.36E-11,9.84E-11,1.05E-10,9.79E-11,9.30E-11,8.16E-11,1.10E-10,1.10E-10,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0023,0.0023,0.0023,0.0023,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004
4.2,7.73E-06,6.25E-05,1.4502,1.444,0.133955,1.4442,1.4442,1.4446,1.4446,1.4446,1.4446,1.447,1.447,1.447,1.447,1.4489,1.4489,7.28E-11,6.92E-11,1.03E-10,7.90E-11,7.12E-11,7.35E-11,1.15E-10,1.05E-10,8.56E-11,7.29E-11,1.08E-10,1.08E-10,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0024,0.0024,0.0024,0.0024,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004
4.2,7.67E-06,6.25E-05,1.4503,1.444,0.135034,1.4442,1.4442,1.4446,1.4446,1.4446,1.4446,1.447,1.447,1.447,1.447,1.449,1.449,6.97E-11,6.83E-11,9.02E-11,8.12E-11,7.21E-11,7.11E-11,1.13E-10,9.60E-11,6.99E-11,7.34E-11,1.07E-10,1.07E-10,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.0024,0.0024,0.0024,0.0024,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004
4.2,7.61E-06,6.25E-05,1.4504,1.444,0.136103,1.4442,1.4442,1.4446,1.4446,1.4446,1.4446,1.4471,1.4471,1.4471,1.4471,1.4491,1.4491,7.06E-11,6.70E-11,1.13E-10,8.34E-11,8.65E-11,7.89E-11,1.06E-10,9.84E-11,9.12E-11,7.47E-11,1.05E-10,1.05E-10,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.0025,0.0025,0.0025,0.0025,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004
4.2,7.55E-06,6.25E-05,1.4505,1.444,0.137165,1.4442,1.4442,1.4446,1.4447,1.4447,1.4447,1.4471,1.4471,1.4471,1.4471,1.4491,1.4491,6.95E-11,6.60E-11,9.33E-11,8.00E-11,8.00E-11,9.13E-11,1.10E-10,9.97E-11,6.92E-11,7.19E-11,1.03E-10,1.03E-10,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.0024,0.0024,0.0024,0.0025,0.0005,0.0005,0.0005,0.0004,0.0005,0.0005,0.0005,0.0004
4.25,7.96E-06,6.25E-05,1.45,1.444,0.131773,1.4443,1.4443,1.4447,1.4447,1.4447,1.4447,1.4469,1.4469,1.4469,1.4469,1.4488,1.4488,7.62E-11,7.24E-11,1.18E-10,9.24E-11,9.00E-11,9.56E-11,1.23E-10,9.69E-11,1.17E-10,7.47E-11,1.15E-10,1.15E-10,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0022,0.0022,0.0022,0.0022,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004
4.25,7.89E-06,6.25E-05,1.4501,1.444,0.132868,1.4443,1.4443,1.4447,1.4447,1.4447,1.4447,1.447,1.447,1.447,1.447,1.4488,1.4488,7.48E-11,7.13E-11,1.21E-10,9.23E-11,9.08E-11,9.59E-11,1.19E-10,9.64E-11,1.19E-10,8.07E-11,1.13E-10,1.13E-10,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0023,0.0023,0.0023,0.0023,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004
4.25,7.83E-06,6.25E-05,1.4502,1.444,0.133955,1.4443,1.4443,1.4447,1.4447,1.4447,1.4447,1.447,1.447,1.447,1.447,1.4489,1.4489,7.17E-11,7.02E-11,9.90E-11,8.16E-11,7.63E-11,8.27E-11,1.13E-10,1.18E-10,9.46E-11,7.34E-11,1.11E-10,1.11E-10,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0023,0.0023,0.0023,0.0023,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004
4.25,7.76E-06,6.25E-05,1.4503,1.444,0.135034,1.4443,1.4443,1.4447,1.4447,1.4447,1.4447,1.4471,1.4471,1.4471,1.4471,1.449,1.449,7.06E-11,6.91E-11,1.04E-10,7.87E-11,7.39E-11,7.24E-11,1.14E-10,9.84E-11,1.03E-10,7.39E-11,1.09E-10,1.09E-10,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0024,0.0024,0.0024,0.0024,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004
4.25,7.70E-06,6.25E-05,1.4504,1.444,0.136103,1.4443,1.4443,1.4447,1.4447,1.4447,1.4447,1.4471,1.4471,1.4471,1.4471,1.4491,1.4491,6.95E-11,6.80E-11,9.66E-11,8.05E-11,7.27E-11,7.47E-11,1.12E-10,9.82E-11,7.43E-11,7.51E-11,1.07E-10,1.08E-10,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.0024,0.0024,0.0024,0.0024,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004
4.25,7.64E-06,6.25E-05,1.4505,1.444,0.137165,1.4443,1.4443,1.4447,1.4447,1.4448,1.4448,1.4472,1.4472,1.4472,1.4472,1.4492,1.4492,6.83E-11,6.70E-11,8.97E-11,8.25E-11,6.94E-11,7.00E-11,9.44E-11,1.12E-10,6.20E-11,7.86E-11,1.06E-10,1.06E-10,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.0024,0.0024,0.0025,0.0025,0.0005,0.0005,0.0004,0.0004,0.0005,0.0005,0.0004,0.0004
4.32,8.09E-06,6.25E-05,1.45,1.444,0.131773,1.4444,1.4444,1.4448,1.4448,1.4448,1.4448,1.447,1.447,1.447,1.447,1.4488,1.4488,7.78E-11,7.39E-11,1.32E-10,9.10E-11,8.29E-11,9.58E-11,1.26E-10,1.18E-10,1.07E-10,7.53E-11,1.19E-10,1.19E-10,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0022,0.0022,0.0022,0.0022,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004
4.32,8.02E-06,6.25E-05,1.4501,1.444,0.132868,1.4444,1.4444,1.4448,1.4448,1.4448,1.4448,1.4471,1.4471,1.4471,1.4471,1.4489,1.4489,7.45E-11,7.29E-11,1.19E-10,8.53E-11,8.08E-11,8.07E-11,1.11E-10,1.24E-10,9.94E-11,7.54E-11,1.17E-10,1.17E-10,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0023,0.0023,0.0023,0.0023,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004
4.32,7.96E-06,6.25E-05,1.4502,1.444,0.133955,1.4444,1.4444,1.4448,1.4448,1.4448,1.4448,1.4471,1.4471,1.4471,1.4471,1.449,1.449,7.53E-11,7.16E-11,1.19E-10,8.53E-11,8.75E-11,8.69E-11,1.23E-10,1.17E-10,9.91E-11,7.73E-11,1.15E-10,1.15E-10,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0023,0.0023,0.0023,0.0023,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004
4.32,7.89E-06,6.25E-05,1.4503,1.444,0.135034,1.4444,1.4444,1.4449,1.4449,1.4449,1.4449,1.4472,1.4472,1.4472,1.4472,1.449,1.449,7.41E-11,7.04E-11,1.21E-10,9.05E-11,9.47E-11,8.41E-11,1.22E-10,1.20E-10,1.04E-10,7.78E-11,1.13E-10,1.14E-10,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0023,0.0023,0.0023,0.0023,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
4.32,7.83E-06,6.25E-05,1.4504,1.444,0.136103,1.4444,1.4444,1.4449,1.4449,1.4449,1.4449,1.4472,1.4472,1.4472,1.4472,1.4491,1.4491,7.10E-11,6.94E-11,8.96E-11,8.73E-11,7.57E-11,7.82E-11,1.11E-10,1.18E-10,1.08E-10,7.28E-11,1.12E-10,1.12E-10,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0023,0.0023,0.0023,0.0023,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
4.32,7.77E-06,6.25E-05,1.4505,1.444,0.137165,1.4444,1.4444,1.4449,1.4449,1.4449,1.4449,1.4473,1.4473,1.4473,1.4473,1.4492,1.4492,7.18E-11,6.82E-11,1.00E-10,1.21E-10,9.23E-11,1.05E-10,1.09E-10,9.39E-11,9.29E-11,7.82E-11,1.10E-10,1.10E-10,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0024,0.0024,0.0024,0.0024,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
4.35,8.08E-06,6.25E-05,1.4501,1.444,0.132868,1.4444,1.4444,1.4449,1.4449,1.4449,1.4449,1.4471,1.4471,1.4471,1.4471,1.4489,1.4489,7.69E-11,7.31E-11,1.29E-10,1.08E-10,1.01E-10,1.08E-10,1.26E-10,1.11E-10,1.07E-10,7.70E-11,1.18E-10,1.18E-10,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0022,0.0022,0.0022,0.0022,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
4.35,8.01E-06,6.25E-05,1.4502,1.444,0.133955,1.4444,1.4444,1.4449,1.4449,1.4449,1.4449,1.4471,1.4471,1.4471,1.4471,1.449,1.449,7.37E-11,7.21E-11,1.15E-10,8.52E-11,8.20E-11,7.62E-11,9.90E-11,1.18E-10,1.18E-10,8.33E-11,1.16E-10,1.17E-10,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0022,0.0022,0.0022,0.0022,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
4.35,7.95E-06,6.25E-05,1.4503,1.444,0.135034,1.4444,1.4444,1.4449,1.4449,1.4449,1.4449,1.4472,1.4472,1.4472,1.4472,1.449,1.449,7.45E-11,7.08E-11,1.01E-10,9.03E-11,8.05E-11,1.16E-10,1.22E-10,1.20E-10,1.21E-10,8.22E-11,1.15E-10,1.15E-10,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0023,0.0023,0.0023,0.0023,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
4.35,7.88E-06,6.25E-05,1.4504,1.444,0.136103,1.4444,1.4444,1.4449,1.4449,1.4449,1.4449,1.4472,1.4472,1.4472,1.4472,1.4491,1.4491,7.09E-11,7.01E-11,9.03E-11,8.98E-11,7.18E-11,1.15E-10,9.59E-11,1.13E-10,1.19E-10,8.14E-11,1.13E-10,1.13E-10,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0023,0.0023,0.0023,0.0023,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
4.35,7.82E-06,6.25E-05,1.4505,1.444,0.137165,1.4444,1.4444,1.4449,1.4449,1.4449,1.4449,1.4473,1.4473,1.4473,1.4473,1.4492,1.4492,7.22E-11,6.86E-11,9.65E-11,9.12E-11,7.78E-11,1.09E-10,1.15E-10,1.18E-10,1.05E-10,8.24E-11,1.11E-10,1.11E-10,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0024,0.0024,0.0024,0.0024,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
4.45,8.33E-06,6.25E-05,1.45,1.444,0.131773,1.4445,1.4445,1.445,1.445,1.445,1.445,1.4471,1.4471,1.4471,1.4471,1.4488,1.4488,7.83E-11,7.66E-11,1.00E-10,1.02E-10,8.11E-11,8.55E-11,1.10E-10,1.15E-10,1.34E-10,7.99E-11,1.26E-10,1.26E-10,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017,0.0021,0.0021,0.0021,0.0021,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
4.45,8.26E-06,6.25E-05,1.4501,1.444,0.132868,1.4445,1.4445,1.445,1.445,1.445,1.445,1.4472,1.4472,1.4472,1.4472,1.4489,1.4489,7.92E-11,7.53E-11,1.38E-10,9.62E-11,9.77E-11,9.45E-11,1.31E-10,1.31E-10,1.06E-10,8.26E-11,1.24E-10,1.24E-10,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017,0.0022,0.0022,0.0022,0.0022,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
4.45,8.20E-06,6.25E-05,1.4502,1.444,0.133955,1.4445,1.4445,1.445,1.445,1.445,1.445,1.4472,1.4472,1.4472,1.4472,1.449,1.449,7.79E-11,7.41E-11,1.37E-10,1.10E-10,8.57E-11,9.55E-11,1.28E-10,1.28E-10,1.04E-10,7.55E-11,1.22E-10,1.22E-10,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0022,0.0022,0.0022,0.0022,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
4.45,8.13E-06,6.25E-05,1.4503,1.444,0.135034,1.4445,1.4445,1.4451,1.4451,1.4451,1.4451,1.4473,1.4473,1.4473,1.4473,1.4491,1.4491,7.47E-11,7.30E-11,1.16E-10,8.74E-11,7.83E-11,7.86E-11,1.21E-10,1.15E-10,1.25E-10,7.62E-11,1.20E-10,1.20E-10,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0022,0.0022,0.0022,0.0022,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006
4.45,8.07E-06,6.25E-05,1.4504,1.444,0.136103,1.4446,1.4446,1.4451,1.4451,1.4451,1.4451,1.4473,1.4473,1.4473,1.4473,1.4492,1.4492,7.33E-11,7.20E-11,9.67E-11,8.56E-11,8.07E-11,1.09E-10,1.02E-10,1.06E-10,1.02E-10,6.90E-11,1.18E-10,1.18E-10,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0022,0.0022,0.0022,0.0022,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
4.45,8.00E-06,6.25E-05,1.4505,1.444,0.137165,1.4446,1.4446,1.4451,1.4451,1.4451,1.4451,1.4474,1.4474,1.4474,1.4474,1.4493,1.4493,7.23E-11,7.07E-11,9.51E-11,9.00E-11,8.14E-11,9.56E-11,9.98E-11,1.23E-10,1.18E-10,8.04E-11,1.16E-10,1.16E-10,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0023,0.0023,0.0023,0.0023,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
4.45,7.94E-06,6.25E-05,1.4506,1.444,0.138219,1.4446,1.4446,1.4451,1.4451,1.4451,1.4451,1.4474,1.4474,1.4474,1.4474,1.4493,1.4493,7.32E-11,6.96E-11,1.07E-10,9.44E-11,1.00E-10,9.46E-11,1.20E-10,1.10E-10,1.22E-10,7.58E-11,1.15E-10,1.15E-10,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0023,0.0023,0.0023,0.0023,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
4.45,7.88E-06,6.25E-05,1.4507,1.444,0.139264,1.4446,1.4446,1.4451,1.4451,1.4451,1.4451,1.4475,1.4475,1.4475,1.4475,1.4494,1.4494,7.21E-11,6.86E-11,1.13E-10,9.37E-11,9.43E-11,1.02E-10,1.20E-10,9.69E-11,1.05E-10,7.27E-11,1.13E-10,1.13E-10,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0024,0.0024,0.0024,0.0024,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
4.45,7.82E-06,6.25E-05,1.4508,1.444,0.140302,1.4446,1.4446,1.4451,1.4451,1.4451,1.4451,1.4475,1.4475,1.4475,1.4476,1.4495,1.4495,7.11E-11,6.75E-11,1.19E-10,8.97E-11,8.04E-11,8.43E-11,1.19E-10,1.16E-10,9.53E-11,7.25E-11,1.11E-10,1.11E-10,0.0019,0.002,0.002,0.002,0.0019,0.002,0.002,0.002,0.0025,0.0024,0.0024,0.0024,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
4.45,7.77E-06,6.25E-05,1.4509,1.444,0.141332,1.4446,1.4446,1.4452,1.4452,1.4452,1.4452,1.4476,1.4476,1.4476,1.4476,1.4496,1.4496,7.00E-11,6.66E-11,1.15E-10,8.39E-11,7.50E-11,7.58E-11,1.16E-10,1.06E-10,9.72E-11,7.10E-11,1.09E-10,1.10E-10,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.0024,0.0024,0.0024,0.0024,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006
4.45,7.71E-06,6.25E-05,1.451,1.444,0.142355,1.4446,1.4446,1.4452,1.4452,1.4452,1.4452,1.4477,1.4477,1.4477,1.4477,1.4497,1.4497,6.70E-11,6.57E-11,8.85E-11,8.66E-11,7.96E-11,8.89E-11,9.16E-11,9.23E-11,9.22E-11,6.25E-11,1.08E-10,1.08E-10,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.0025,0.0025,0.0025,0.0025,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006
4.46,8.35E-06,6.25E-05,1.45,1.444,0.131773,1.4445,1.4445,1.445,1.445,1.445,1.445,1.4471,1.4471,1.4471,1.4471,1.4489,1.4489,8.08E-11,7.68E-11,1.42E-10,9.82E-11,9.74E-11,1.06E-10,1.35E-10,1.28E-10,1.09E-10,8.19E-11,1.27E-10,1.27E-10,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0021,0.0021,0.0021,0.0021,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
4.46,8.28E-06,6.25E-05,1.4501,1.444,0.132868,1.4445,1.4445,1.445,1.445,1.445,1.445,1.4472,1.4472,1.4472,1.4472,1.4489,1.4489,7.73E-11,7.56E-11,1.17E-10,9.53E-11,8.39E-11,9.20E-11,1.17E-10,1.31E-10,1.30E-10,8.57E-11,1.24E-10,1.25E-10,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017,0.0022,0.0022,0.0022,0.0022,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
4.46,8.21E-06,6.25E-05,1.4502,1.444,0.133955,1.4445,1.4445,1.4451,1.4451,1.4451,1.4451,1.4472,1.4472,1.4472,1.4473,1.449,1.449,7.82E-11,7.43E-11,1.34E-10,9.81E-11,1.31E-10,1.03E-10,1.29E-10,1.27E-10,1.09E-10,8.14E-11,1.22E-10,1.23E-10,0.0017,0.0018,0.0018,0.0018,0.0017,0.0018,0.0018,0.0018,0.0022,0.0021,0.0021,0.0021,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006
4.46,8.15E-06,6.25E-05,1.4503,1.444,0.135034,1.4446,1.4446,1.4451,1.4451,1.4451,1.4451,1.4473,1.4473,1.4473,1.4473,1.4491,1.4491,7.49E-11,7.32E-11,1.23E-10,1.02E-10,7.72E-11,8.09E-11,1.07E-10,1.21E-10,1.09E-10,7.39E-11,1.21E-10,1.21E-10,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0022,0.0022,0.0022,0.0022,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
4.46,8.08E-06,6.25E-05,1.4504,1.444,0.136103,1.4446,1.4446,1.4451,1.4451,1.4451,1.4451,1.4473,1.4473,1.4474,1.4474,1.4492,1.4492,7.57E-11,7.20E-11,1.24E-10,1.05E-10,1.04E-10,1.06E-10,1.25E-10,1.21E-10,1.06E-10,8.01E-11,1.19E-10,1.19E-10,0.0018,0.0018,0.0019,0.0019,0.0018,0.0018,0.0019,0.0019,0.0023,0.0023,0.0022,0.0022,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
4.46,8.02E-06,6.25E-05,1.4505,1.444,0.137165,1.4446,1.4446,1.4451,1.4451,1.4451,1.4451,1.4474,1.4474,1.4474,1.4474,1.4493,1.4493,7.46E-11,7.09E-11,1.05E-10,1.16E-10,8.95E-11,1.15E-10,1.22E-10,1.22E-10,1.04E-10,8.05E-11,1.17E-10,1.17E-10,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0023,0.0023,0.0023,0.0023,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
4.46,7.96E-06,6.25E-05,1.4506,1.444,0.138219,1.4446,1.4446,1.4451,1.4451,1.4451,1.4451,1.4475,1.4475,1.4475,1.4475,1.4493,1.4493,7.15E-11,6.99E-11,1.11E-10,9.28E-11,7.90E-11,8.85E-11,1.18E-10,1.19E-10,9.76E-11,7.19E-11,1.15E-10,1.15E-10,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0024,0.0024,0.0024,0.0024,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
